Gene name	Chromosome	Start location	End location	Insertion locations	Reads per insertion location
FLO9	I	24000	27968	[24044, 24051, 24060, 24065, 24079, 24107, 24108, 24109, 24117, 24121, 24130, 24151, 24172, 24174, 24181, 24198, 24200, 24201, 24207, 24216, 24219, 24222, 24227, 24231, 24235, 24242, 24271, 24274, 24333, 24336, 24357, 24364, 24395, 24402, 24403, 24403, 24409, 24411, 24411, 24414, 24418, 24418, 24424, 24428, 24430, 24441, 24443, 24453, 24459, 24462, 24466, 24478, 24483, 24516, 24562, 24581, 24594, 24626, 24639, 24648, 24730, 24747, 24752, 24755, 24772, 24783, 24790, 24791, 24794, 24796, 24797, 24802, 24806, 24808, 24812, 24815, 24824, 24833, 24836, 24849, 24856, 24872, 24879, 24932, 24940, 24946, 24969, 24991, 25011, 25023, 25048, 25101, 25118, 25150, 25177, 25181, 25183, 25212, 25293, 25360, 25491, 25494, 25503, 25521, 25532, 25538, 25545, 25559, 25565, 25569, 25575, 25580, 25584, 25587, 25591, 25599, 25602, 25629, 25640, 25667, 25678, 26521, 26656, 26791, 26902, 26944, 26986, 26996, 27018, 27035, 27061, 27077, 27114, 27226, 27266, 27283, 27289, 27343, 27385, 27414, 27440, 27535, 27549, 27555, 27556, 27566, 27570, 27609, 27693, 27751, 27782, 27786, 27816, 27833, 27864, 27867, 27887]	[2, 2, 2, 31, 6, 4, 2, 3, 7, 2, 24, 10, 7, 10, 20, 2, 24, 64, 1, 2, 11, 27, 6, 7, 11, 4, 1, 2, 1, 3, 7, 24, 5, 30, 3, 1, 1, 19, 6, 10, 32, 2, 3, 11, 2, 13, 17, 7, 1, 12, 24, 1, 2, 1, 4, 1, 3, 3, 22, 1, 24, 13, 9, 1, 5, 26, 1, 6, 13, 1, 4, 11, 1, 3, 2, 5, 1, 17, 3, 25, 1, 1, 1, 1, 2, 2, 1, 10, 1, 4, 1, 1, 1, 7, 3, 4, 3, 1, 6, 1, 1, 1, 2, 32, 25, 15, 63, 6, 20, 1, 46, 24, 3, 14, 9, 2, 7, 1, 22, 1, 1, 8, 17, 11, 6, 4, 19, 3, 4, 7, 1, 3, 337, 24, 3, 10, 5, 2, 1, 1, 73, 2, 2, 5, 6, 1, 1, 2, 3, 9, 10, 6, 4, 51, 1, 1, 3]
GDH3	I	31567	32940	[31590, 31595, 31612, 31620, 31623, 31628, 31634, 31647, 31650, 31652, 31658, 31658, 31659, 31663, 31668, 31674, 31675, 31677, 31679, 31682, 31682, 31685, 31687, 31689, 31690, 31694, 31698, 31711, 31728, 31750, 31770, 31770, 31775, 31780, 31783, 31786, 31787, 31789, 31790, 31793, 31793, 31794, 31794, 31797, 31801, 31802, 31805, 31809, 31811, 31817, 31819, 31821, 31821, 31825, 31825, 31834, 31843, 31848, 31855, 31858, 31860, 31868, 31868, 31869, 31870, 31872, 31873, 31874, 31876, 31888, 31891, 31895, 31902, 31912, 31918, 31918, 31919, 31919, 31923, 31928, 31934, 31940, 31952, 31965, 31985, 31998, 32010, 32032, 32039, 32065, 32068, 32078, 32088, 32099, 32108, 32118, 32126, 32130, 32132, 32156, 32167, 32177, 32182, 32185, 32192, 32198, 32210, 32216, 32229, 32253, 32280, 32288, 32289, 32292, 32293, 32317, 32371, 32386, 32391, 32399, 32400, 32406, 32440, 32474, 32483, 32501, 32513, 32519, 32529, 32534, 32540, 32545, 32551, 32577, 32580, 32584, 32588, 32588, 32589, 32595, 32602, 32616, 32622, 32632, 32637, 32642, 32644, 32652, 32656, 32662, 32667, 32677, 32679, 32680, 32690, 32696, 32702, 32710, 32721, 32768, 32771, 32771, 32776, 32789, 32796, 32797, 32800, 32803, 32804, 32814, 32819, 32826, 32830, 32838, 32853, 32860, 32874, 32890, 32896, 32898, 32902, 32911, 32918, 32918, 32922, 32930]	[1, 2, 7, 16, 5, 2, 1, 3, 15, 20, 2, 5, 9, 16, 165, 12, 2, 9, 118, 1, 15, 20, 23, 7, 6, 4, 2, 2, 1, 118, 5, 1, 5, 59, 4, 27, 7, 3, 4, 11, 7, 12, 22, 2, 32, 2, 53, 2, 33, 24, 9, 23, 5, 3, 17, 5, 6, 1, 2, 4, 1, 1, 3, 1, 1, 15, 1, 78, 3, 10, 42, 2, 14, 3, 1, 22, 26, 1, 20, 3, 13, 7, 2, 2, 17, 17, 6, 3, 2, 1, 5, 42, 29, 75, 1, 4, 32, 1, 2, 1, 3, 2, 20, 6, 4, 6, 7, 4, 2, 9, 3, 2, 1, 1, 2, 1, 2, 7, 21, 20, 1, 34, 1, 2, 5, 33, 17, 4, 1, 5, 21, 11, 17, 26, 59, 26, 1, 22, 1, 1, 6, 7, 15, 12, 1, 5, 1, 10, 42, 3, 7, 28, 1, 2, 1, 11, 5, 12, 24, 1, 12, 1, 3, 18, 1, 15, 3, 11, 4, 2, 14, 3, 4, 23, 16, 3, 4, 4, 1, 1, 3, 9, 2, 1, 6, 23]
BDH2	I	33448	34701	[33474, 33518, 33559, 33577, 33596, 33623, 33625, 33630, 33641, 33662, 33663, 33677, 33682, 33684, 33689, 33693, 33696, 33703, 33723, 33732, 33742, 33748, 33764, 33767, 33774, 33826, 33829, 33833, 33840, 33847, 33854, 33866, 33890, 33892, 33920, 33942, 33982, 33984, 33987, 33996, 34026, 34036, 34099, 34108, 34113, 34126, 34170, 34187, 34201, 34207, 34253, 34256, 34286, 34320, 34323, 34327, 34331, 34343, 34374, 34384, 34385, 34392, 34395, 34401, 34430, 34432, 34442, 34450, 34452, 34473, 34481, 34508, 34523, 34528, 34564, 34577, 34588, 34605, 34606, 34612, 34642, 34649, 34693, 34699, 34701]	[1, 1, 3, 3, 10, 37, 10, 1, 9, 2, 4, 47, 6, 2, 2, 25, 2, 23, 1, 11, 49, 6, 1, 14, 2, 12, 20, 1, 2, 9, 1, 15, 18, 81, 28, 2, 1, 2, 1, 1, 1, 15, 6, 23, 49, 29, 153, 1, 9, 21, 33, 14, 3, 1, 2, 1, 1, 38, 6, 8, 3, 2, 1, 14, 17, 18, 2, 6, 4, 73, 1, 5, 5, 10, 3, 48, 6, 129, 67, 2, 4, 6, 25, 1, 2]
BDH1	I	35155	36303	[35168, 35184, 35200, 35202, 35213, 35230, 35261, 35310, 35314, 35323, 35333, 35378, 35400, 35419, 35428, 35457, 35477, 35486, 35492, 35510, 35518, 35540, 35548, 35579, 35612, 35661, 35687, 35689, 35698, 35705, 35710, 35732, 35738, 35746, 35756, 35768, 35771, 35792, 35834, 35850, 35857, 35860, 35868, 35871, 35887, 35917, 35929, 35935, 35947, 35964, 36008, 36019, 36027, 36031, 36041, 36050, 36058, 36080, 36096, 36099, 36105, 36166, 36206, 36245, 36252, 36266, 36302]	[2, 1, 2, 4, 6, 75, 9, 1, 1, 3, 33, 1, 6, 3, 55, 82, 1, 1, 54, 2, 36, 4, 27, 20, 1, 1, 42, 1, 1, 37, 1, 23, 13, 114, 38, 62, 6, 6, 9, 19, 4, 2, 3, 7, 69, 18, 5, 1, 1, 20, 4, 1, 1, 57, 1, 2, 3, 20, 4, 1, 4, 1, 29, 2, 6, 9, 1]
YAL059C-A	I	36496	36918	[36499, 36501, 36504, 36509, 36520, 36523, 36551, 36558, 36581, 36643, 36667, 36695, 36829, 36832, 36866, 36908]	[1, 97, 5, 6, 1, 10, 1, 18, 5, 3, 2, 35, 1, 1, 42, 9]
ECM1	I	36509	37147	[36509, 36520, 36523, 36551, 36558, 36581, 36643, 36667, 36695, 36829, 36832, 36866, 36908, 36995, 37024, 37032, 37131]	[6, 1, 10, 1, 18, 5, 3, 2, 35, 1, 1, 42, 9, 1, 58, 1, 3]
CNE1	I	37464	38972	[37513, 37517, 37525, 37533, 37535, 37538, 37544, 37554, 37568, 37660, 37685, 37695, 37732, 37735, 37751, 37798, 37845, 37862, 37867, 37868, 37875, 37903, 37908, 37923, 37986, 37991, 37998, 38000, 38030, 38032, 38075, 38079, 38096, 38120, 38145, 38238, 38249, 38249, 38289, 38299, 38355, 38361, 38373, 38385, 38392, 38401, 38429, 38438, 38442, 38456, 38508, 38544, 38550, 38562, 38669, 38679, 38682, 38703, 38722, 38726, 38731, 38739, 38744, 38752, 38801, 38867, 38874, 38884, 38889, 38894, 38894, 38896, 38898, 38923, 38923, 38933, 38934, 38944]	[41, 8, 20, 2, 36, 15, 95, 38, 7, 22, 44, 6, 18, 24, 11, 115, 2, 23, 1, 2, 4, 4, 40, 22, 6, 2, 2, 1, 3, 24, 2, 29, 8, 21, 1, 2, 8, 6, 1, 20, 93, 2, 11, 2, 20, 11, 7, 1, 8, 1, 1, 11, 7, 3, 2, 3, 1, 5, 17, 28, 1, 4, 17, 70, 4, 7, 4, 7, 54, 3, 14, 1, 29, 6, 4, 36, 22, 2]
YAL056C-A	I	38696	39046	[38703, 38722, 38726, 38731, 38739, 38744, 38752, 38801, 38867, 38874, 38884, 38889, 38894, 38894, 38896, 38898, 38923, 38923, 38933, 38934, 38944, 38998, 39044]	[5, 17, 28, 1, 4, 17, 70, 4, 7, 4, 7, 54, 3, 14, 1, 29, 6, 4, 36, 22, 2, 2, 1]
GPB2	I	39259	41901	[39278, 39371, 39390, 39452, 39537, 39669, 39689, 39703, 39794, 39826, 39839, 39943, 39980, 39987, 39987, 40007, 40031, 40045, 40062, 40073, 40157, 40166, 40168, 40172, 40173, 40183, 40232, 40239, 40301, 40340, 40362, 40385, 40439, 40475, 40572, 40586, 40616, 40628, 40699, 40706, 40798, 40888, 40973, 40989, 41053, 41095, 41101, 41107, 41126, 41146, 41164, 41166, 41205, 41207, 41265, 41336, 41340, 41409, 41439, 41476, 41540, 41593, 41622, 41623, 41636, 41644, 41666, 41725, 41795, 41824, 41827, 41837, 41838, 41852, 41860, 41886]	[3, 4, 1, 3, 11, 2, 33, 1, 50, 2, 9, 9, 2, 1, 1, 25, 1, 2, 1, 1, 12, 5, 2, 10, 1, 21, 29, 21, 1, 8, 3, 3, 1, 1, 8, 1, 1, 1, 1, 5, 1, 1, 1, 9, 3, 5, 2, 1, 23, 1, 7, 55, 2, 2, 1, 1, 3, 3, 1, 39, 5, 1, 3, 1, 8, 13, 11, 1, 1, 4, 4, 1, 5, 5, 1, 7]
PEX22	I	42177	42719	[42180, 42231, 42240, 42253, 42262, 42284, 42294, 42305, 42311, 42316, 42326, 42335, 42382, 42431, 42441, 42453, 42457, 42467, 42486, 42501, 42618, 42648, 42657, 42681, 42699]	[1, 1, 1, 3, 24, 1, 2, 2, 3, 13, 1, 14, 5, 1, 2, 31, 24, 1, 2, 4, 3, 1, 2, 2, 5]
ACS1	I	42881	45022	[42923, 42952, 43008, 43013, 43042, 43135, 43138, 43160, 43163, 43173, 43173, 43182, 43186, 43197, 43214, 43232, 43237, 43253, 43295, 43296, 43300, 43318, 43334, 43341, 43357, 43369, 43371, 43374, 43387, 43397, 43408, 43431, 43445, 43453, 43482, 43498, 43505, 43512, 43532, 43540, 43548, 43549, 43559, 43571, 43583, 43623, 43666, 43669, 43675, 43682, 43686, 43687, 43691, 43692, 43696, 43699, 43705, 43709, 43731, 43757, 43817, 43856, 43859, 43859, 43878, 43881, 43894, 43898, 43902, 43918, 43959, 44047, 44054, 44057, 44066, 44070, 44089, 44110, 44163, 44163, 44164, 44168, 44170, 44199, 44205, 44205, 44208, 44216, 44218, 44223, 44337, 44340, 44347, 44350, 44360, 44368, 44387, 44403, 44403, 44433, 44544, 44602, 44651, 44660, 44690, 44693, 44701, 44707, 44711, 44742, 44767, 44769, 44777, 44806, 44843, 44871, 44875, 44879, 44885, 44904, 44909, 44921, 44937, 45012, 45014, 45022]	[16, 5, 16, 2, 1, 1, 4, 108, 9, 17, 76, 10, 15, 2, 5, 1, 22, 7, 29, 10, 1, 5, 14, 21, 1, 11, 35, 6, 8, 3, 2, 2, 2, 15, 26, 18, 1, 57, 1, 12, 6, 1, 13, 1, 3, 3, 1, 28, 2, 10, 10, 3, 3, 4, 7, 9, 2, 5, 1, 12, 2, 5, 18, 15, 2, 1, 5, 1, 63, 64, 1, 23, 1, 50, 3, 6, 3, 2, 7, 1, 4, 46, 3, 3, 56, 2, 23, 5, 1, 17, 12, 11, 21, 6, 1, 31, 10, 1, 38, 9, 21, 17, 3, 3, 7, 1, 1, 4, 18, 10, 1, 2, 3, 16, 5, 19, 1, 2, 2, 4, 8, 3, 2, 1, 7, 2]
FLC2	I	45899	48250	[45900, 45967, 45978, 46034, 46038, 46264, 46272, 46402, 46442, 46487, 46506, 46535, 46538, 46562, 46606, 46855, 46860, 46990, 47075, 47214, 47219, 47221, 47225, 47315, 47412, 47419, 47469, 47509, 47577, 47756, 47777, 47861, 47888, 47907, 47927, 47942, 47993, 48024, 48036, 48058, 48062, 48079, 48086, 48112, 48123, 48124, 48124, 48134, 48140, 48154, 48161, 48164, 48176]	[1, 4, 6, 1, 1, 1, 6, 4, 13, 11, 1, 1, 5, 7, 2, 3, 1, 2, 10, 3, 3, 1, 1, 4, 1, 2, 1, 1, 1, 1, 8, 5, 7, 18, 6, 2, 4, 2, 7, 2, 6, 3, 5, 1, 21, 1, 2, 8, 13, 31, 19, 19, 13]
OAF1	I	48564	51707	[48610, 48623, 48658, 48662, 48670, 48675, 48683, 48688, 48699, 48722, 48728, 48732, 48766, 48804, 48814, 48825, 48832, 48860, 48980, 48998, 49001, 49020, 49024, 49027, 49033, 49147, 49148, 49363, 49392, 49404, 49501, 49552, 49556, 49614, 49714, 49777, 49796, 49814, 49828, 49922, 49927, 49938, 50029, 50064, 50073, 50080, 50261, 50265, 50269, 50306, 50328, 50419, 50429, 50514, 50603, 50627, 50666, 50709, 50773, 50824, 50845, 50882, 50928, 50937, 50991, 51013, 51062, 51083, 51100, 51115, 51129, 51174, 51235, 51296, 51374, 51384, 51401, 51457, 51462, 51463, 51465, 51471, 51476, 51479, 51496, 51497, 51500, 51505, 51599, 51636, 51672]	[1, 8, 78, 3, 1, 41, 25, 40, 22, 1, 2, 43, 1, 16, 32, 29, 4, 4, 7, 10, 1, 12, 1, 6, 12, 3, 1, 3, 4, 5, 18, 1, 3, 3, 35, 2, 4, 1, 23, 1, 27, 3, 3, 2, 20, 1, 2, 1, 5, 2, 1, 2, 1, 1, 16, 4, 4, 19, 5, 1, 1, 21, 3, 1, 1, 3, 2, 1, 10, 23, 1, 11, 3, 10, 8, 3, 5, 5, 5, 10, 8, 1, 2, 183, 4, 37, 15, 2, 6, 1, 1]
AIM2	I	51855	52595	[51886, 51930, 52001, 52055, 52086, 52114, 52146, 52166, 52173, 52179, 52216, 52238, 52299, 52327, 52330, 52357, 52385, 52392, 52478, 52484, 52488, 52491, 52491, 52494, 52498, 52513, 52521, 52529, 52542, 52589]	[1, 18, 1, 2, 1, 5, 1, 46, 2, 10, 6, 56, 4, 2, 2, 6, 8, 23, 4, 15, 1, 4, 1, 4, 44, 3, 3, 10, 4, 6]
GEM1	I	52801	54789	[52814, 52827, 52894, 52895, 52898, 52938, 52970, 53006, 53013, 53091, 53174, 53205, 53252, 53269, 53305, 53319, 53326, 53326, 53330, 53341, 53364, 53375, 53381, 53386, 53412, 53415, 53429, 53450, 53450, 53454, 53464, 53466, 53467, 53468, 53487, 53491, 53498, 53513, 53520, 53525, 53533, 53541, 53542, 53545, 53551, 53580, 53703, 53708, 53719, 53739, 53755, 53758, 53797, 53825, 53847, 53877, 53885, 53908, 53913, 53997, 54001, 54017, 54144, 54178, 54183, 54215, 54274, 54292, 54313, 54319, 54340, 54358, 54376, 54376, 54477, 54482, 54485, 54503, 54509, 54523, 54528, 54533, 54573, 54574, 54575, 54644, 54681]	[3, 24, 1, 5, 7, 2, 2, 3, 6, 7, 16, 11, 1, 19, 16, 3, 5, 3, 4, 5, 38, 4, 11, 15, 5, 13, 1, 1, 11, 2, 20, 4, 5, 1, 5, 25, 2, 1, 1, 12, 14, 2, 1, 12, 10, 14, 21, 3, 7, 6, 8, 1, 4, 8, 16, 46, 6, 1, 1, 18, 2, 12, 8, 30, 4, 2, 3, 30, 4, 4, 42, 25, 52, 24, 13, 1, 2, 8, 2, 2, 10, 4, 4, 2, 21, 35, 59]
YAL047W-A	I	54584	54913	[54644, 54681, 54790, 54817, 54825, 54850, 54858, 54862, 54869, 54875, 54879, 54883, 54886, 54889, 54895, 54900, 54903]	[35, 59, 3, 23, 1, 2, 3, 5, 1, 8, 9, 1, 17, 2, 9, 5, 2]
SPC72	I	54989	56857	[55000, 55028, 55787, 55937, 56027, 56151, 56274, 56697, 56702, 56723, 56729, 56737, 56744, 56748, 56752, 56754, 56763, 56856, 56856, 56857]	[6, 2, 4, 11, 9, 13, 2, 1, 4, 2, 8, 18, 5, 1, 1, 12, 44, 1, 3, 3]
BOL3	I	57029	57385	[57030, 57038, 57072, 57078, 57084, 57086, 57095, 57103, 57185, 57190, 57221, 57227, 57232, 57235, 57260, 57260, 57262, 57262, 57263, 57268, 57274, 57292]	[1, 3, 94, 7, 69, 27, 23, 13, 4, 3, 5, 88, 1, 8, 1, 36, 1, 1, 25, 13, 16, 12]
YAL045C	I	57488	57796	[57507, 57511, 57603, 57605, 57622, 57629, 57636, 57640, 57651, 57679, 57782, 57792, 57793]	[5, 4, 5, 23, 24, 4, 6, 1, 17, 70, 11, 2, 2]
BOL1	I	57518	57850	[57603, 57605, 57622, 57629, 57636, 57640, 57651, 57679, 57782, 57792, 57793, 57799, 57823, 57823, 57828]	[5, 23, 24, 4, 6, 1, 17, 70, 11, 2, 2, 10, 3, 1, 66]
GCV3	I	57950	58462	[57971, 57984, 57988, 57999, 58013, 58017, 58066, 58115, 58130, 58140, 58144, 58147, 58161, 58165, 58166, 58172, 58180, 58183, 58183, 58212, 58220, 58278, 58285, 58288, 58291, 58306, 58309, 58313, 58315, 58315, 58317, 58322, 58325, 58331, 58333, 58337, 58344, 58348, 58350, 58362, 58427, 58455]	[16, 1, 2, 15, 2, 24, 11, 11, 6, 4, 1, 2, 8, 1, 2, 3, 1, 21, 11, 14, 8, 2, 9, 10, 1, 4, 1, 1, 28, 4, 13, 10, 40, 2, 5, 4, 9, 7, 73, 14, 1, 9]
PTA1	I	58695	61052	[58698, 58709, 58741, 58852, 59008, 59055, 59059, 59181, 59342, 59457, 59526, 59646, 59750, 59866, 60121, 60719, 60948, 60994, 61002, 61007]	[1, 29, 2, 1, 1, 14, 13, 1, 3, 27, 2, 1, 1, 2, 1, 1, 1, 17, 3, 5]
YAL042C-A	I	61231	61608	[61233, 61239, 61249, 61253, 61258, 61262, 61264, 61266, 61273, 61277, 61288, 61318, 61335, 61369, 61375, 61382, 61382, 61386, 61388, 61389, 61394, 61397, 61415, 61416, 61417, 61421, 61428, 61434, 61442, 61446, 61508, 61545, 61555, 61561, 61581, 61587, 61591]	[49, 2, 16, 5, 3, 12, 3, 8, 8, 1, 5, 16, 15, 36, 12, 1, 46, 6, 13, 38, 21, 26, 7, 1, 110, 30, 116, 3, 1, 17, 1, 1, 13, 1, 2, 17, 1]
ERV46	I	61316	62563	[61318, 61335, 61369, 61375, 61382, 61382, 61386, 61388, 61389, 61394, 61397, 61415, 61416, 61417, 61421, 61428, 61434, 61442, 61446, 61508, 61545, 61555, 61561, 61581, 61587, 61591, 61672, 61683, 61683, 61730, 61744, 61757, 61759, 61763, 61782, 61828, 61882, 61928, 61935, 61940, 61974, 62004, 62055, 62068, 62074, 62090, 62099, 62103, 62107, 62110, 62135, 62231, 62236, 62250, 62267, 62270, 62278, 62279, 62285, 62311, 62330, 62338, 62344, 62426, 62438, 62451, 62452, 62453, 62459, 62473]	[16, 15, 36, 12, 1, 46, 6, 13, 38, 21, 26, 7, 1, 110, 30, 116, 3, 1, 17, 1, 1, 13, 1, 2, 17, 1, 9, 4, 3, 2, 5, 3, 1, 1, 9, 20, 1, 8, 2, 1, 17, 2, 17, 1, 1, 1, 8, 6, 19, 2, 3, 2, 1, 5, 10, 2, 34, 9, 5, 6, 23, 7, 5, 43, 16, 1, 12, 25, 2, 9]
CDC24	I	62840	65404	[62840, 62842, 62897, 62929, 62934, 63168, 63279, 63294, 63297, 63703, 63793, 63796, 63799, 63903, 63911, 64673, 64842, 64844, 64846, 65176, 65234, 65256, 65288]	[1, 11, 8, 6, 2, 1, 1, 1, 5, 1, 2, 6, 3, 8, 1, 9, 2, 1, 24, 1, 1, 1, 13]
CLN3	I	65778	67520	[65814, 65820, 65838, 65860, 65880, 65887, 65892, 65989, 66070, 66170, 66175, 66185, 66209, 66214, 66218, 66232, 66240, 66244, 66297, 66301, 66362, 66685, 66713, 66925, 67114, 67400]	[3, 3, 2, 3, 4, 5, 3, 8, 2, 1, 30, 18, 3, 4, 5, 2, 54, 14, 34, 2, 2, 3, 11, 1, 1, 3]
CYC3	I	68716	69525	[68716, 68719, 68728, 68732, 68740, 68770, 68776, 68779, 68789, 68795, 68798, 68802, 68808, 68812, 68816, 68819, 68850, 68856, 68868, 68879, 68881, 68883, 68884, 68885, 68891, 68892, 68893, 68893, 68897, 68905, 68909, 68915, 68920, 68923, 68928, 68929, 68929, 68933, 68940, 68948, 68950, 68953, 68955, 68966, 68978, 68986, 68992, 68996, 68999, 69005, 69009, 69014, 69015, 69022, 69025, 69025, 69029, 69029, 69032, 69032, 69040, 69042, 69051, 69057, 69062, 69066, 69070, 69072, 69075, 69094, 69098, 69103, 69104, 69113, 69118, 69121, 69122, 69127, 69130, 69134, 69142, 69145, 69147, 69149, 69151, 69153, 69155, 69156, 69160, 69160, 69163, 69166, 69166, 69171, 69182, 69186, 69187, 69189, 69190, 69193, 69193, 69205, 69208, 69213, 69214, 69217, 69233, 69237, 69242, 69251, 69252, 69258, 69261, 69266, 69267, 69268, 69274, 69280, 69281, 69286, 69287, 69287, 69290, 69294, 69295, 69299, 69303, 69303, 69305, 69313, 69319, 69324, 69330, 69343, 69356, 69369, 69372, 69373, 69373, 69378, 69384, 69393, 69398, 69405, 69408, 69408, 69409, 69412, 69419, 69423, 69432, 69434, 69439, 69443, 69450, 69452, 69457, 69460, 69484, 69490]	[15, 2, 3, 15, 15, 34, 3, 13, 23, 3, 4, 88, 22, 8, 4, 1, 52, 2, 4, 3, 3, 14, 6, 4, 5, 2, 1, 1, 32, 80, 4, 4, 1, 6, 1, 2, 15, 34, 3, 5, 1, 2, 1, 1, 64, 9, 9, 45, 2, 1, 2, 2, 3, 68, 1, 15, 18, 17, 7, 1, 69, 1, 141, 1, 33, 21, 1, 2, 22, 13, 98, 22, 1, 29, 10, 2, 21, 5, 1, 6, 87, 34, 15, 1, 14, 92, 17, 26, 8, 1, 77, 2, 29, 3, 2, 2, 20, 1, 64, 1, 18, 1, 44, 2, 15, 18, 69, 5, 1, 5, 33, 8, 70, 23, 3, 81, 8, 15, 127, 13, 16, 1, 56, 40, 3, 4, 1, 2, 6, 21, 20, 26, 15, 6, 14, 1, 64, 1, 3, 18, 11, 6, 1, 1, 1, 1, 38, 18, 19, 47, 2, 75, 7, 2, 1, 23, 1, 1, 7, 26]
CDC19	I	71786	73288	[71882, 72112, 72161, 72410, 72413, 72886, 73004, 73221, 73242, 73246]	[1, 7, 1, 4, 1, 1, 1, 2, 1, 1]
YAL037C-B	I	72326	73300	[72410, 72413, 72886, 73004, 73221, 73242, 73246]	[4, 1, 1, 1, 2, 1, 1]
YAL037C-A	I	73426	73518	[73434, 73446, 73470, 73475, 73480, 73486, 73507, 73517]	[27, 43, 2, 10, 9, 39, 1, 6]
YAL037W	I	74020	74823	[74036, 74055, 74100, 74116, 74119, 74126, 74130, 74143, 74153, 74163, 74164, 74198, 74247, 74266, 74273, 74292, 74298, 74299, 74330, 74332, 74339, 74384, 74436, 74461, 74467, 74474, 74493, 74586, 74608, 74622, 74629, 74636, 74664, 74675, 74675, 74676, 74686, 74686, 74691, 74695, 74697, 74712, 74719, 74725, 74756, 74822]	[7, 1, 6, 4, 2, 115, 1, 1, 5, 6, 53, 8, 12, 2, 2, 13, 7, 3, 11, 2, 1, 2, 1, 1, 1, 4, 10, 6, 12, 14, 1, 7, 12, 1, 6, 37, 1, 1, 4, 3, 4, 9, 1, 4, 4, 2]
